action,protocol,src-ip,dst-ip,src-port,dst-port,path,src-ip-risk-factor,dst-ip-risk-factor,total-risk-factor
0,1,1984159694,3232235784,51268,42065,0,1.0,0.0,1.0
0,1,42540488210633193209433587357587025464,42540488182159607631084911457978795943,58031,42065,0,0.0,0.0,0.0
0,1,3105216683,3232235784,49541,42065,0,0.0,0.0,0.0
0,0,3232235784,1744253028,42065,42518,1,0.0,1.0,1.0
0,0,1490089367,3232235784,51900,42065,0,0.0,0.0,0.0
0,0,657387875,3232235784,30485,42065,0,4.0,0.0,1.0
0,1,657387875,3232235784,62204,42065,0,4.0,0.0,1.0
0,0,999560484,3232235784,9691,42065,0,0.0,0.0,0.0
0,1,1592979010,3232235784,63173,42065,0,4.0,0.0,1.0
0,1,3232235784,3321175848,57554,25605,1,0.0,4.0,1.0
0,1,453327631,3232235784,60285,42065,0,0.0,0.0,0.0
0,1,693811825,3232235784,42660,42065,0,0.0,0.0,0.0
0,0,1885503876,3232235784,4871,42065,0,0.0,0.0,0.0
0,1,2818150408,3232235784,57081,42065,0,0.0,0.0,0.0
0,0,1885503876,3232235784,4864,42065,0,0.0,0.0,0.0
0,0,1886375071,3232235784,7168,42065,0,0.0,0.0,0.0
0,0,3678760460,3232235784,1905,42065,0,0.0,0.0,0.0
0,0,737366582,3232235784,49533,42065,0,4.0,0.0,1.0
0,1,1811050615,3232235784,37473,42065,0,0.0,0.0,0.0
0,0,1918662368,3232235784,8016,42065,0,0.0,0.0,0.0
0,0,1146267236,3232235784,40500,42065,0,0.0,0.0,0.0
0,2,42540488182159607631084911457978795943,42540488210633193209774998016143724967,-99999,-99999,1,0.0,0.0,0.0
0,2,42540488210633193209774998016143724967,42540488182159607631084911457978795943,-99999,-99999,0,0.0,0.0,0.0
0,1,42540488210633193209774998016143724967,42540488182159607631084911457978795943,51148,42065,0,0.0,0.0,0.0
0,0,619154076,3232235784,7838,42065,0,0.0,0.0,0.0
0,1,3321175848,3232235784,53775,42065,0,4.0,0.0,1.0
0,0,1943759573,3232235784,2350,42065,0,0.0,0.0,0.0
0,0,2954885323,3232235784,6882,42065,0,0.0,0.0,0.0
0,0,1430099482,3232235784,20189,42065,0,0.0,0.0,0.0
0,0,3657110027,3232235784,6889,42065,0,0.0,0.0,0.0
0,0,1776417957,3232235784,55617,42065,0,0.0,0.0,0.0
0,0,984628595,3232235784,14473,42065,0,0.0,0.0,0.0
0,1,3032439831,3232235784,4454,42065,0,0.0,0.0,0.0
0,0,39242207,3232235784,40501,42065,0,0.0,0.0,0.0
0,1,42540488182159607631378741951257114882,42540488182159607631084911457978795943,51270,42065,0,0.0,0.0,0.0
0,0,1982142914,3232235784,40932,42065,0,0.0,0.0,0.0
0,1,47878210244800416303340004897311899903,42540488182159607631084911457978795943,39600,42065,0,0.0,0.0,0.0
0,0,1964936503,3232235784,16503,42065,0,0.0,0.0,0.0
0,0,1991635777,3232235784,17841,42065,0,0.0,0.0,0.0
0,0,3232235784,3155933278,42065,25969,1,0.0,0.0,0.0
0,1,3232235784,3155933278,57562,25969,1,0.0,0.0,0.0
0,0,984849683,3232235784,9073,42065,0,0.0,0.0,0.0
0,1,2927722355,3232235784,57133,42065,0,-99999.0,0.0,-99999.0
0,0,1303451160,3232235784,6883,42065,0,0.0,0.0,0.0
0,0,1988897402,3232235784,65134,42065,0,0.0,0.0,0.0
0,0,3080404203,3232235784,7551,42065,0,0.0,0.0,0.0
0,0,3633820833,3232235784,50321,42065,0,0.0,0.0,0.0
0,0,86354298,3232235784,45789,42065,0,0.0,0.0,0.0
0,1,737366582,3232235784,36935,42065,0,4.0,0.0,1.0
0,0,1878072230,3232235784,5098,42065,0,0.0,0.0,0.0
0,1,3232235784,2424916211,57565,37096,1,0.0,0.0,0.0
0,0,1850911237,3232235784,6374,42065,0,0.0,0.0,0.0
0,0,3199545375,3232235784,50321,42065,0,0.0,0.0,0.0
0,0,770826095,3232235784,27800,42065,0,0.0,0.0,0.0
0,0,3232235784,1743297063,42065,54786,1,0.0,0.0,0.0
0,1,1741136134,3232235784,21394,42065,0,6.0,0.0,1.0
0,0,1781329866,3232235784,12737,42065,0,0.0,0.0,0.0
0,0,3582480366,3232235784,51510,42065,0,0.0,0.0,0.0
0,0,2002161283,3232235784,14536,42065,0,0.0,0.0,0.0
0,0,3582480333,3232235784,7167,42065,0,0.0,0.0,0.0
0,0,1968463362,3232235784,26902,42065,0,0.0,0.0,0.0
0,0,2936570031,3232235784,20495,42065,0,0.0,0.0,0.0
0,0,2904777174,3232235784,6884,42065,0,0.0,0.0,0.0
0,0,27361387,3232235784,25080,42065,0,0.0,0.0,0.0
0,0,3580044050,3232235784,30455,42065,0,0.0,0.0,0.0
0,0,2023040418,3232235784,6881,42065,0,0.0,0.0,0.0
0,0,1275586224,3232235784,26711,42065,0,0.0,0.0,0.0
0,1,1342433871,3232235784,49182,42065,0,0.0,0.0,0.0
0,1,1758417666,3232235784,49681,42065,0,0.0,0.0,0.0
0,0,3232235784,3075639412,42065,50321,1,0.0,0.0,0.0
0,0,1732423774,3232235784,28513,42065,0,2.0,0.0,1.0
0,0,987297610,3232235784,9833,42065,0,0.0,0.0,0.0
0,0,1424301364,3232235784,20959,42065,0,0.0,0.0,0.0
0,0,779376589,3232235784,1033,42065,0,0.0,0.0,0.0
0,0,1914296772,3232235784,7226,42065,0,0.0,0.0,0.0
0,0,454833787,3232235784,21183,42065,0,0.0,0.0,0.0
0,1,3321175848,3232235784,53870,42065,0,4.0,0.0,1.0
0,0,1944382882,3232235784,55142,42065,0,0.0,0.0,0.0
0,0,619404502,3232235784,7521,42065,0,0.0,0.0,0.0
0,0,402129988,3232235784,6881,42065,0,0.0,0.0,0.0
0,1,3573321321,3232235784,14254,42065,0,0.0,0.0,0.0
0,1,1781766682,3232235784,31450,42065,0,-99999.0,0.0,-99999.0
0,1,1730546718,3232235784,38213,42065,0,3.0,0.0,1.0
0,1,84722174,3232235784,52212,42065,0,0.0,0.0,0.0
0,1,3300964110,3232235784,52599,42065,0,0.0,0.0,0.0
0,1,831806231,3232235784,53664,42065,0,0.0,0.0,0.0
0,1,3036113522,3232235784,58034,42065,0,0.0,0.0,0.0
0,1,1976023714,3232235784,65277,42065,0,4.0,0.0,1.0
0,1,1744677197,3232235784,62005,42065,0,3.0,0.0,1.0
0,1,1847043682,3232235784,56170,42065,0,0.0,0.0,0.0
0,0,3232235784,3149731645,42065,22020,1,0.0,0.0,0.0
0,0,3232235784,831562158,42065,58599,1,0.0,0.0,0.0
0,1,2090134995,3232235784,54636,42065,0,0.0,0.0,0.0
0,1,2784975266,3232235784,56948,42065,0,4.0,0.0,1.0
0,1,1892840119,3232235784,61587,42065,0,0.0,0.0,0.0
0,1,3105216683,3232235784,40029,42065,0,0.0,0.0,0.0
0,0,1742865720,3232235784,35652,42065,0,0.0,0.0,0.0
0,1,1449373523,3232235784,50256,42065,0,0.0,0.0,0.0
0,0,3162475800,3232235784,51686,42065,0,0.0,0.0,0.0
0,1,995824110,3232235784,35914,42065,0,4.0,0.0,1.0
0,1,3221184073,3232235784,52003,42065,0,0.0,0.0,0.0
0,0,763150735,3232235784,12758,42065,0,4.0,0.0,1.0
0,1,42540488210633193209433587357587025464,42540488182159607631084911457978795943,58284,42065,0,0.0,0.0,0.0
0,1,453327631,3232235784,57311,42065,0,0.0,0.0,0.0
0,0,243837655,3232235784,7253,42065,0,0.0,0.0,0.0
0,0,3232235784,1534683929,42065,7956,1,0.0,0.0,0.0
0,1,657387875,3232235784,62418,42065,0,4.0,0.0,1.0
0,1,2918176543,3232235784,60516,42065,0,0.0,0.0,0.0
0,1,1743233605,3232235784,51779,42065,0,7.0,0.0,1.0
0,1,1811050620,3232235784,48015,42065,0,0.0,0.0,0.0
0,1,2818150408,3232235784,42155,42065,0,0.0,0.0,0.0
0,0,835663988,3232235784,11332,42065,0,4.0,0.0,1.0
0,0,1143553082,3232235784,1024,42065,0,0.0,0.0,0.0
0,0,2040358244,3232235784,31090,42065,0,0.0,0.0,0.0
0,0,1964644052,3232235784,28470,42065,0,0.0,0.0,0.0
0,0,3232235784,2002676967,42065,1407,1,0.0,0.0,0.0
0,1,1592979010,3232235784,63614,42065,0,4.0,0.0,1.0
0,0,1985865204,3232235784,13522,42065,0,0.0,0.0,0.0
0,0,700269203,3232235784,60267,42065,0,0.0,0.0,0.0
0,0,3232235784,694423364,42065,46719,1,0.0,0.0,0.0
0,0,3232235784,2927722355,42065,51106,1,0.0,-99999.0,-99999.0
0,1,700269203,3232235784,60264,42065,0,0.0,0.0,0.0
0,1,3320649946,3232235784,52674,42065,0,4.0,0.0,1.0
0,1,3232235784,2927722355,57604,51106,1,0.0,-99999.0,-99999.0
0,1,693811825,3232235784,57060,42065,0,0.0,0.0,0.0
0,0,3230439827,3232235784,60183,42065,0,0.0,0.0,0.0
0,0,460940341,3232235784,26280,42065,0,0.0,0.0,0.0
0,0,3232235784,3104946400,42065,6573,1,0.0,0.0,0.0
0,1,695392605,3232235784,5742,42065,0,0.0,0.0,0.0
